date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:35	11786/11786	---M--	200	added ('OK')	image/png	etag:%222e0a-54ad9f2a6b6e0%22	https://www.iot-lab.info/wp-content/uploads/2014/01/icon_open_hardware-150x150.png	www.iot-lab.info/wp-content/uploads/2014/01/icon_open_hardware-150x150.png	(from https://www.iot-lab.info/get_started/)
14:18:35	21525/21525	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:33%20GMT	https://www.iot-lab.info/2018/05/	www.iot-lab.info/2018/05/index.html	(from https://www.iot-lab.info/news/)
14:18:35	10464/10464	---M--	200	added ('OK')	image/png	etag:%2228e0-54ad9f2aed500%22	https://www.iot-lab.info/wp-content/uploads/2014/01/icon_open_source-150x150.png	www.iot-lab.info/wp-content/uploads/2014/01/icon_open_source-150x150.png	(from https://www.iot-lab.info/get_started/)
14:18:35	836/836	---M--	200	added ('OK')	image/png	etag:%22344-54ad9f2c3a520%22	https://www.iot-lab.info/wp-content/uploads/2014/01/icon_toolbox.png	www.iot-lab.info/wp-content/uploads/2014/01/icon_toolbox.png	(from https://www.iot-lab.info/get_started/)
14:18:35	241/241	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Apr%202019%2012:18:34%20GMT	https://www.iot-lab.info/testbed	www.iot-lab.info/testbed	(from https://www.iot-lab.info/get_started/)
14:18:36	18893/18893	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:35%20GMT	https://www.iot-lab.info/2017/11/	www.iot-lab.info/2017/11/index.html	(from https://www.iot-lab.info/news/)
14:18:36	18648/18648	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:35%20GMT	https://www.iot-lab.info/2017/12/	www.iot-lab.info/2017/12/index.html	(from https://www.iot-lab.info/news/)
14:18:36	18625/18625	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:35%20GMT	https://www.iot-lab.info/2017/09/	www.iot-lab.info/2017/09/index.html	(from https://www.iot-lab.info/news/)
14:18:36	19990/19990	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:35%20GMT	https://www.iot-lab.info/2018/02/	www.iot-lab.info/2018/02/index.html	(from https://www.iot-lab.info/news/)
14:18:37	18478/18478	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:35%20GMT	https://www.iot-lab.info/2017/07/	www.iot-lab.info/2017/07/index.html	(from https://www.iot-lab.info/news/)
14:18:37	20977/20977	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:36%20GMT	https://www.iot-lab.info/2017/04/	www.iot-lab.info/2017/04/index.html	(from https://www.iot-lab.info/news/)
14:18:37	18235/18235	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:36%20GMT	https://www.iot-lab.info/2017/05/	www.iot-lab.info/2017/05/index.html	(from https://www.iot-lab.info/news/)
14:18:37	19650/19650	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202019%2012:18:36%20GMT	https://www.iot-lab.info/2016/06/	www.iot-lab.info/2016/06/index.html	(from https://www.iot-lab.info/news/)
14:18:37	19544/19544	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c58-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.eot	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.eot	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/stylesheet.css)
14:18:37	19544/19544	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c58-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.eot?	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfontd41d.eot	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/stylesheet.css)
14:18:37	22432/22432	---M--	200	added ('OK')	application/font-woff	etag:%2257a0-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.woff	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.woff	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/stylesheet.css)
14:18:38	38452/38452	---M--	200	added ('OK')	application/font-sfnt	etag:%229634-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.ttf	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.ttf	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/stylesheet.css)
14:18:38	34570/34570	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22870a-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/ubuntu/ubuntu-r-webfont.eot	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/ubuntu/ubuntu-r-webfont.eot	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/ubuntu/stylesheet.css)
14:18:38	118259/118259	---M--	200	added ('OK')	image/svg+xml	etag:%221cdf3-5532e59aa5f20%22	https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.svg	www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/OpenSans-Bold-webfont.svg	(from https://www.iot-lab.info/wp-content/themes/alienship-1.2.5-child/fonts/opensans_bold_macroman/stylesheet.css)
